,media,title,content,writer,datetime,id,url,source,keyword
1,서울신문,"[현진오의 野, 야생화다!] 모데미풀","[서울신문]일정한 영역 안에서만 자라는 식물을 고유(固有)식물 또는 특산(特産)식물이라고 한다. 세계적으로는 대한민국에서만 살면 한국특산이 되는 것인데, 그게 종(種) 수준이면 한국특산종, 속(屬) 수준이면 한국특산속이라 한다. 종들이 모여서 속을 이루므로 한국특산속은 한국특산종에 비해 학술적으로 의미가 더욱 크다. 이러한 한국특산속은, 학자에 따라서 견해가 조금씩 다르기는 하지만, 일반적으로 개느삼속, 금강인가목속, 금강초롱꽃속, 모데미풀속, 미선나무속, 제주고사리삼속 등 6가지로 일컬어진다. 금강산 일대에서만 자라는 금강인가목속을 제외하고는 모두 남한에서 볼 수 있다. 한국특산종은 400여 종류로 알려져 있고, 한국특산과(科)는 없다.모데미풀은 한국특산속인 모데미풀속을 이루는 유일한 종이다. 일본인 학자에 의해 지리산 부근에서 처음 발견되었다. 남원시 운봉면의 모데미마을에서 발견되어 모데미풀이라는 이름이 붙여졌다고 하지만, 모데미마을을 아직까지 찾지 못하였다. 운봉마을 근처에서 처음 발견된 것은 사실이라 하더라도 모데미의 어원은 어떤 마을의 이름이 아니라 '무넘이'나 '무덤'을 일본식으로 발음한 것이 아닌가 싶기도 하다.한라산부터 금강산까지 분포하여 한반도 중부와 남부의 꽤 넓은 범위에서 자라고 있지만 아무데서나 자라지는 않는다. 높은 산의 습윤한 곳에서만 자라는데 덕유산, 오대산, 광덕산, 태백산, 점봉산 등지에서 발견된다. 뿌리가 겨울에도 죽지 않고 살아남아 있는 여러해살이풀로서 4월 초순부터 눈 속에서 꽃을 피우기 시작해 5월 초순에 절정기를 맞는다. 꽃잎처럼 보이는 크고 하얀 꽃받침이 꽃의 바깥을 화려하게 장식하고, 안쪽에는 노란 꿀샘으로 변한 꽃잎과 수술, 그리고 암술이 자리잡고 있다. 꽃이 매우 예쁘므로 원예적인 가치가 높은 데다, 세상 어디에도 없는 토종식물이므로 그 가치는 값을 매기기 어려울 정도다.소백산에서는 해발 1300m 이상의 계곡 주변과 능선의 활엽수림 밑에서 큰 무리를 지어 자란다. 소백산에 가장 많은 개체가 자라고 있는 것으로 보아 이곳에서 새로운 종으로 분화한 것으로 추정된다. 과히 소백산의 꽃이라 할 만하고, 소백산국립공원을 대표할 만한 꽃으로서 사람들에게 감명을 주기에도 충분하므로 소백산의 깃대종 가운데 하나로 삼을 만하다.소백산에 그렇게 지천으로 피어 있는 모데미풀을 귀중한 한국특산속 식물로서 알아보는 이가 많지 않아 안타까울 때가 있다. 이맘때쯤 수학여행으로 소백산을 찾는 학생들이 많은데, 교사나 산행안내자가 이 특산속 식물에 대해 학생들에게 설명하는 장면을 한번도 보지 못하였다.모데미풀은 소백산 등 몇몇 산에서는 흐드러지게 많지만 지구 전체로 보면 한반도 일부 지역에만 국지적으로 분포하는 희귀식물이다. 지구상에서 보전가치가 높음은 물론이다. 특산종 모데미풀은 한반도에서 사라지면 지구상에서 멸종하는 것이므로 우리에게 보전책임이 있다.동북아식물연구소장""맛있는 정보! 신선한 뉴스!"" ",,수정 2007.05.12. 04:51,5afe01e3af3e733d65a49e4170530a7a,http://v.media.daum.net/v/20070512045117462,DAUM_NEWS,"""깃대종"""
2,연합뉴스,서울 7월 공원프로그램 '풍성',"(서울=연합뉴스) 박성진 기자 = 무더위가 시작되는 7월 서울시내 공원에서 다양한 문화.체험 프로그램이 운영된다.25일 서울시에 따르면 월드컵공원은 환경부 지정 멸종위기야생 동물 Ⅱ급인 맹꽁이를 월드컵공원 복원 증거 동물인 깃대종으로 지정하고 `맹꽁이 탐사교실'을 30일부터 7월8일까지 4회에 걸쳐 월드컵공원 내 `평화의 공원'과 `하늘 공원'에서 운영한다.평화의공원 난지연못 주변에 조성된 수생식물 전시장에서는 `수생식물 관찰교실'이 운영되며 `곤충채집과 관찰', `나비관찰교실', `식물표본만들기' 등 다양한 체험 프로그램도 열린다.서울숲에서는 8, 22, 29일 열대와 아열대 식물의 특성과 곤충에 대해 알아보는 `서울숲 식물원 나들이' 프로그램이 진행된다.보라매공원에서는 시원한 분수를 배경으로 나무 그늘 아래서 퓨전음악을 감상할 수 있는 `수변음악회'가 21일 개최되며 방학을 맞은 청소년을 위한 `길거리농구대회'도 23일 열린다.길동자연생태공원에서는 여름생태학교, 벌들의 집짓기, 숲속의 청소부 버섯, 물에 사는 식물 등 생태학교 프로그램과 자연관찰 체험교실이 진행되며 길동생태문화센터에서는 나뭇잎 한지엽서 만들기, 종이죽으로 곤충가면 만들기, 풀잎공예 등이 진행된다.프로그램 일정 확인 및 공원별 예약은 `서울의 공원' 홈페이지(parks.seoul.go.kr)에서 할 수 있다.sungjinpark@yna.co.kr<모바일로 보는 연합뉴스 7070+NATE/ⓝ/ez-i> ",,수정 2007.06.25. 09:49,6a9ea263dc5c933244932041e38bdf74,http://v.media.daum.net/v/20070625094912297,DAUM_NEWS,"""깃대종"""
3,뉴시스,"현대차, 태화강에 멸종위기 참게 1만마리 방류","【울산=뉴시스】2005년부터 2년간 울산권역에 꼬리명주나비 복원사업을 성공적으로 마무리한 현대자동차가 울산시와 함께 태화강 동남참게와 각시붕어, 풀흰나비 복원 등 2단계 자연생태자원 복원사업에 나선다고 10일 밝혔다.현대차는 이를 위해 이날 오후 울산 중구 태화강 대숲생태공원 남쪽 강변 서식지에 어린 참게 1만마리를 방류하는 서식지 복원행사를 가졌다.현대차는 앞으로도 2009년까지 매년 1만마리 이상의 어린 참게를 태화강에 지속적으로 방류함으로써, 생태하천 태화강 수역을 안정적인 동남참게 서식지로서 복원해갈 계획이다.동남참게는 1962년 울산공업단지 조성 이후 황어, 연어 등과 함께 차츰 태화강에서 자취를 감춰 왔으나 최근 태화강 정화노력에 힘입어 수질이 점차 되살아나면서 중·하류지역에서 아주 드물게 발견되고 있는 어족이다.따라서 현대차의 이번 참게 방류는 태화강 수역을 예전과 같은 풍부한 토종 생태서식지로 회복시키는 데 청신호가 될 것으로 기대된다.민물참게는 최근 친환경 벼농사의 한 방법으로 이용되기도 하며 참게장이나 참게 매운탕의 재료로 활용되며 옛부터 우리의 입맛을 돋워 오기도 했는데, 수중 생태계의 청소동물로 건강한 하천생태계를 유지하는 생물자원으로 알려진 참게가 오는 2009년까지 복원되면 태화강은 보다 완벽한 생태하천으로 되살아날 전망이다.현대차 환경방제팀 강창희 과장은 ""꼬리명주나비 복원을 성공리에 마무리한 것처럼 현대차가 추진하는 제2단계 자연생태자원 복원사업도 모두 순조롭게 추진될 것""이라며 ""동남참게의 완벽한 서식지 복원을 위해서 2008년에는 선바위 부근에 2009년에는 번영교 부근에도 어린 참게를 지속적으로 방류하게 될 것""이라고 밝혔다.한편 현대차는 이달부터 시작하는 2단계 생태복원사업을 태화강 수역에 집중키로 했다.이에 따라 이번 동남참게 복원에 이어 한국의 특산종이며 태화강의 깃대종으로 지정된 각시붕어를 2009년까지 복원키로 했으며, 하천 생태환경의 지표종으로 불리는 멸종위기의 풀흰나비도 2010년까지 태화강 일원에 복원해나갈 계획이다.<관련사진 있음>박선열기자 psy@newsis.com ",,수정 2007.08.10. 17:12,9644d8ad6ca9e31de73e63743998d9d3,http://v.media.daum.net/v/20070810171208114,DAUM_NEWS,"""깃대종"""
4,오마이뉴스,"""국립공원 1호 지리산의 '깃대종'은?""","[오마이뉴스 윤성효 기자]▲ 국립공원지리산사무소는 지리산의 깃대종을 선정하는 작업에 나섰다.ⓒ2007 국립공원지리산관리사무소""우리나라 국립공원 1호인 지리산의 '깃대종'을 골라 주십시오.""국립공원지리산관리사무소는 깃대종을 선정하는 작업에 들어갔다. 깃대종은 생태적.사회적.문화적으로 사람들이 중요하다고 인식하여 보호할 가치가 있다고 생각하는 종을 말한다.이는 1993년 국제연합환경계획(UNEP)이 발표한 '생물다양성 국가 연구에 관한 가이드라인'에서 제시한 개념으로, 우리나라의 경우 강원도 홍천의 '열목어'와 김천시의 '은행나무', 거제도의 '고란초', 울산광역시의 '각시붕어', 부천시의 '복사꽃' 등이 깃대종으로 선정되어 있다.지리산사무소는 14일 인터넷 홈페이지(http://jiri.knps.or.kr)에 ""깃대종 함께 찾아 보아요""라는 제목의 홍보창을 띄워 등산객과 네티즌들의 참여를 유도했다.우선 '깃대종' 선정의 필요성부터 물었는데, ▲깃대종에 대해 알고 있는지에 대해 먼저 물었고, 다음으로 ▲지리산국립공원을 대표하는 깃대종을 선정하여 관리하는 것이 필요하다고 생각하느냐고 물었다.그런 다음 ""지리산의 깃대종을 선정한다면 어느 종이 가장 적합하다고 생각하는지""를 물은 뒤, 9개의 종을 제시하면서 2개만 고르도록 했다. 지리산사무소가 '깃대종' 예비후보로 제시간 9종의 동ㆍ식물은 다음과 같다.▲ 얼룩새코미꾸리멸종위기야생동물1급이며 낙동강 수계에서 제한적으로 분포하고 있으며 산간계류의 맑은 물에서만 서식하는 저서성 어종이다. 하천의 토사 유입등에 의해 쉽게 영향을 받을 수 있는 종이다.ⓒ2007 국립공원지리산관리사무소▲ 얼룩새코미꾸리멸종위기야생동물1급이며 낙동강 수계에서 제한적으로 분포하고 있으며 산간계류의 맑은 물에서만 서식하는 저서성 어종이다. 하천의 토사 유입등에 의해 쉽게 영향을 받을 수 있는 종이다.ⓒ2007 국립공원지리산관리사무소▲ 꼬마잠자리멸종위기야생동물2급이며 고산습지인 왕등재에 서식하고 있다. 크기가 가장 작은 잠자리로서 습지와 함께 더불어서 보호되어야 할 종이다.ⓒ2007 국립공원지리산관리사무소▲ 구렁이멸종위기야생동물1급으로 개체수 또한 급격히 줄어든 종으로 지리산일대의 암자주변이나 자연마을지구의 담장 등에서 관찰되고 있다. 현대화되는 가옥 등에 의해 서식환경이 나빠지고 있다.ⓒ2007 국립공원지리산관리사무소▲ 히어리멸종위기야생식물2급으로 지리산국립공원 등 남부지역 산지에 드물게 분포하며 이른 봄에 노란꽃이 피며 구례 천은계곡, 산청 대원사 계곡, 의신 대성계곡 등 저지대에서 관찰된다.ⓒ2007 국립공원지리산관리사무소▲ 수리부엉이수리부엉이는 국내 올빼미과 조류중 가장 큰 종으로 멸종위기종 2급(천연기념물 324호)으로 지정되어 사람의 발길이 닿지 않는 깊은 숲속에 서식한다. 수리부엉이는 분명 텃새이지만 지금은 사람의 출입이 통제되는 산불 방지기간 중 봄에 먹이를 사냥하기 위해 나타나는 야간에만 소수의 개체만이 겨우 관찰이 가능하다.ⓒ2007 국립공원지리산관리사무소▲ 반달가슴곰멸종위기종 1급으로 현재 지리산국립공원에는 반달가슴곰 복원사업이 진행되고 있으며, 야생반달가슴곰 또한 최소 5마리가 서식하는 것으로 조사되었다. 지리산국립공원을 대표하는 상징종으로서 국민적 관심이 높은 종이다.ⓒ2007 국립공원지리산관리사무소▲ 만병초지리산이 자생 남방한계선으로 판단되는 중요한 종으로 과거 무분별하게 남확되거나 채취되었던 종이며 자생지역인 칠선계곡 등을 자연휴식년제와 국립공원특별보호구제도로 출입을 엄격하게 통제하고 보호를 하면서 점차 관찰이 용이해지고 있는 종이다.ⓒ2007 국립공원지리산관리사무소▲ 큰소쩍새소쩍 소쩍 울음을 우는 소쩍새와 유사하게 생긴 큰소쩍새는 사람이 다가가거나 위협을 느끼면 부리를 이용하여 딱딱 소리를 낸다. 한때 자주 관찰되었던 큰소쩍새는 최근 지리산이 도로에 의해 나뉘면서 로드킬(Road-Kill) 되는 횟수가 늘고 있다(천연기념물 324호).ⓒ2007 국립공원지리산관리사무소/윤성효 기자- ⓒ 2007 오마이뉴스, 무단 전재 및 재배포 금지 - ",,수정 2007.08.14. 21:38,d10c871482b33da871ae0b6e78ed4515,http://v.media.daum.net/v/20070814213811361,DAUM_NEWS,"""깃대종"""
5,연합뉴스,"""백두대간에 산삼을 심으세요""","(동해=연합뉴스) 유형재 기자 = 환경단체인 백두대간보전회(회장 정강선)는 27일 강원도 동해시 무릉계곡 일원에서 '제11회 백두대간 산삼 심기 축제'를 개최한다고 17일 밝혔다.축제는 백두대간에 생태복원의 상징인 산삼을 심는 체험행사로 500여명의 참가자들은 등산을 하며 1∼2년된 어린 묘삼 3천뿌리와 씨앗 2ℓ를 남들이 캐지 못하도록 자기들끼리 만 알 수 있는 곳에 몰래 심는 행사다.이 행사는 주최 측이 백두대간 깃대종(flagship species)으로 삼고 있는 산삼을 심기 위해 마련한 것으로 동해안 산불과 수해, 무분별한 개발로 자연이 훼손되는 등 심각한 위협을 받고 있는 민족의 등줄기인 백두대간을 지키기 위해 1997년부터 대관령과 태백, 동해 등 곳곳에서 매년 열고 있다.개인, 단체 또는 가족단위 참가자들은 나눠 준 묘삼과 씨앗을 산삼이 잘 자랄 수 있는 조건을 갖춘 지역 가운데 자신들 만 아는 장소에 심고 훗날 다시 찾아 확인하고 돌볼 수 있다.이날 행사는 개막식과 산신제, 산삼 심기 요령안내, 공연행사 등으로 이뤄진다.백두대간보전회 관계자는 ""산삼이 자라는 백두대간의 건강한 자연과 신비로운 생명력, 환경의 중요성을 직접 체험해 볼 수 있는 뜻깊은 자리가 될 것""이라고 말했다.자세한 문의사항은 동해시청 산림공원과(☎033-530-2518)와 백두대간보전회(☎033-535-3516∼7)로 하면 된다.yoo21@yna.co.krhttp://blog.yonhapnews.co.kr/yoo21/<오픈ⓘ와 함께하는 모바일 연합뉴스 7070> ",,수정 2007.10.17. 11:42,b0b7b779988bf8f0fe2b3aca01ee188d,http://v.media.daum.net/v/20071017114212389,DAUM_NEWS,"""깃대종"""
6,뉴시스,새홀리기 '목격자를 찾습니다',"【서울=뉴시스】15일 오후 서울 종로구 인사동에서 '환경부 생물자원보전 청소년 홍보대사 TIM'이 새홀리기를 찾는 퍼포먼스 준비를 하고 있다.새홀리기는 한국에서 여름을 나는 철새로 매와 비슷하게 생겼지만 매보다 작고, 가슴과 배에 검은색의 세로줄무늬가 있는 것이 특징이며 남의 둥지에 알을 낳는 습성으로 그 이름을 갖게 됐다.'목격자를 찾습니다'란 대형 프랭카드를 준비하고 있는 명덕외고 1학년 윤수정, 권윤정, 신예지, 정후인 학생들이 블러그(http://blog.naver.com/tim_v)를 이용한 홍보도 활동하게 진행하고 있다. /홍찬선기자 mania@newsis.com블로그<mbi: 새홀리기 수색 프로젝트>대문을 열면 보이는 저의 실종 포스터!This is the moment라는 뜻을 가진 홍보대사TIM에서저를 얼마나 간절히 찾아 헤메이는지 잘 보여주네요..새홀리기의 프로필이름 : 새홀리기(Eurasian Hobby)학명 : Falco subbuteo분류 : 황새목 매과거주지 : 탁 트인 숲, 농경지 등기타 : 환경부 지정 멸종위기동물 2급, 여름철새일단은 저를 간략하게 소개해 봤습니다.저 사진은 제가 청계천에 잠시 출현했을때 찍힌[!]사진이군요.청계천에서 발견된 제 사진을 계기로 TIM의 깃대종은 새홀리기로 확정되었죠~네, 사진에서 보듯이 저는 매와 비슷하게 생겼지만 매보다는 크기가 작고가슴과 배에 검은색의 세로 줄무늬를 가지고 있습니다.다리 부분은 약간 붉은색을 띠는데,몇몇 사람들은 저를 '붉은 반바지의 신사 새홀리기'라고 부르기도 한답니다.노란빛이 감도는 눈동자는 알수없는 오묘한 기운을 풍기기도 하죠 ^^제 꼬리는 부채처럼 촤르륵 펼쳐지며 아름다운 자태를 뽐내기도 한답니다. ",,수정 2007.11.15. 20:48,07ca603a824c518cca26d1aed88bf327,http://v.media.daum.net/v/20071115204811834,DAUM_NEWS,"""깃대종"""
7,한국일보,지리산 '깃대종' 은 반달가슴곰·히어리,"18개 국립공원별 대표 동·식물 2종씩 선정반달가슴곰(지리산) 거머리말(한려해상) 산양(설악산) 하늘다람쥐(속리산)….국립공원관리공단은 16일 전국 18개 국립공원을 대표하는 깃대종 26종을 선정해 발표했다. 깃대종이란, 특정 지역의 생태ㆍ사회ㆍ문화적 특성을 상징할 수 있는 동ㆍ식물이다.이번에 선정된 국립공원별 깃대종은 공원별로 2종씩 모두 36종(1종 중복)이다. 멸종위기야생동물 Ⅰ급인 반달가슴곰은 지리산, 산간 저지대 숲에서 번식하며 숲과 계곡을 같이 보전할 수 있는 지표종인 호반새는 계룡산, 천연기념물 204호로 해안가의 대표적 조류인 팔색조는 한려해상의 깃대종으로 각각 선정됐다.속리산에는 세계적 희귀 수종인 망개나무와 하늘다람쥐가, 내장산에는 진노랑상사화와 복원사업이 이뤄지고 있는 비단벌레 등이 깃대종에 올랐다.국립공원별 깃대종 선정위원회 김용식 위원장(영남대 교수)은 ""깃대종 선정은 국립공원과 생물종에 대한 관심과 보전운동을 시민의 눈높이로 진행할 수 있는 계기가 될 것""이라고 말했다.김동국기자 dkkim@hk.co.krⓒ 한국아이닷컴, 무단전재 및 재배포 금지<한국아이닷컴은 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다> ",,수정 2007.12.16. 18:49,9d65760d589543ce78d27e688ffdeb38,http://v.media.daum.net/v/20071216184906335,DAUM_NEWS,"""깃대종"""
8,오마이뉴스,18곳 국립공원의 '대표 동식물' 깃대종은?,"[[오마이뉴스 윤성효 기자]▲ 히어리멸종위기야생식물2급으로 지리산국립공원 등 남부지역 산지에 드물게 분포하며 이른 봄에 노란꽃이 피며 구례 천은계곡, 산청 대원사 계곡, 의신 대성계곡 등 저지대에서 관찰된다.ⓒ 국립공원지리산관리사무소▲ 반달가슴곰멸종위기종 1급으로 현재 지리산국립공원에는 반달가슴곰 복원사업이 진행되고 있으며, 야생반달가슴곰 또한 최소 5마리가 서식하는 것으로 조사되었다. 지리산국립공원을 대표하는 상징종으로서 국민적 관심이 높은 종이다.ⓒ 국립공원지리산관리사무소국립공원별 '깃대종'이 선정됐다.국립공원관리공단은 국립공원 18곳의 깃대종 36종을 선정했다고 17일 밝혔다. 깃대종은 생태적·사회적·문화적으로 사람들이 중요하다고 인식하여 보호할 가치가 있다고 생각하는 종을 말한다.공단은 깃대종 선정을 위해 지난 6월 시민사회, 동·식물 분야 학계 전문가 13인으로 구성된 '국립공원별 깃대종 선정위원회'를 발족하고 각 국립공원에서 선정한 후보 종을 대상으로 지역사회, 탐방객, 네티즌 의견 수렴 등 국민 참여 절차를 거쳐 18개 국립공원별 2종씩 최종 36종을 깃대종으로 선정했다.'국립공원별 깃대종 선정위원회' 위원장 김용식 교수(영남대)는 ""국민과 함께 생태적 또는 사회적으로 국립공원을 대표할 수 있는 중요 종을 국립공원별 깃대종으로 선정하여 보호 및 홍보하는 것은 국립공원과 생물종에 대한 관심을 높이고 국립공원 보전운동을 시민의 눈높이로 진행하는 계기가 될 수 있는 대단히 의미 있는 일이다""라고 말했다.공단은 국립공원 1호인 지리산의 깃대종으로 선정된 '히어리'에 대해 ""멸종위기 야생식물 2급으로 지리산 저지대에 드물게 분포하며 꽃도 아름답다""고, '반달가슴곰'에 대해 ""멸종위기 야생동물 1급으로 지리산을 대표하는 상징종으로 국민적 관심도가 특히 높은 종""이라고 각각 설명했다.다음은 국립공원별 깃대종은 다음과 같다.▲지리사 : 히어리, 반달가슴곰. ▲계룡산 : 호반새, 이끼도롱뇽. ▲한려해상 : 거머리말, 팔색조, ▲설악산 : 눈잣나무, 산양. ▲속리산 : 망개나무, 하늘다람쥐, ▲내장산 : 진노랑상사화, 비단벌레. ▲가야산 : 가야산은분취, 삵. ▲덕유산 : 구상나무, 금강모치. ▲오대산 : 노랑무늬붓꽃, 긴점박이올빼미. ▲주왕산 : 둥근임꿩의비름, 솔부엉이. ▲태안해안 : 매화마름, 표범장지뱀. ▲다도해해상 : 풍란, 상괭이. ▲치악산 : 금강초롱꽃, 물두꺼비. ▲월악산 : 솔나리, 산양. ▲북한산 : 산개나리, 오색딱다구리. ▲소백산 : 모데미풀, 참갈겨니. ▲월출산 : 끈끈이주적, 물레새. ▲변산반도 : 변산바람꽃, 부안종개. ",,수정 2007.12.17. 10:43,dbc10d09f1a947dbe24b02fd5ccc5a9d,http://v.media.daum.net/v/20071217104308758,DAUM_NEWS,"""깃대종"""
9,한겨레,국립공원 대표 동식물은?,"[한겨레] 북한산의 오색딱다구리와 설악산의 눈잣나무 등 전국의 국립공원을 대표할 동·식물 36종이 선정됐다.국립공원관리공단은 18일 학계 전문가와 지역사회·네티즌 의견수렴 등을 거쳐 국립공원별 깃대종을 뽑았다고 밝혔다.깃대종은 특정지역의 생태적, 문화적 특성을 반영한 상징적인 야생동식물을 가리키며, 이들의 보전이 전체 생태계의 건강성을 대변하는 의미를 지닌다.지리산국립공원의 깃대종으로는 반달가슴곰과 저지대에 드물게 분포하는 히어리가 뽑혔다. 설악산에는 산양과 남한에서 설악산에만 분포하는 눈잣나무가 선정됐다.또 북한산의 깃대종으로는 참나무숲에 서식하는 오색딱다구리와 한국특산종인 산개나리가, 내장산 대표로는 빛깔이 아름다운 희귀곤충인 비단벌레와 진노랑상사화가 결정됐다.이밖에 기름오염 사고가 난 태안해안에는 사구에 서식하는 대표적인 파충류로서 사구보호의 지표종인 표범장지뱀과 해안과 습지 생태계의 대표하는 매화마름이 깃대종으로 선정됐다.물고기 종류로는 금강모치가 덕유산에서, 참갈겨니가 소백산, 부안종개가 변산반도 국립공원의 상징이 됐다.소형 고래인 상괭이는 다도해해상국립공원으로, 지구온난화 영향으로 멸종위기에 몰려있는 구상나무는 덕유산의 깃대종이 됐다.조홍섭 기자 ecothink@hani.co.kr'신뢰도 1위' 믿을 수 있는 언론 <한겨레> 구독신청 하기<한겨레는 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.> ",,수정 2007.12.18. 21:31,8b03e09cc07603dd4aa213fee801f47d,http://v.media.daum.net/v/20071218213111906,DAUM_NEWS,"""깃대종"""
10,서울신문,"[현진오의 野, 야생화다!] 국립공원 깃대식물","[서울신문]국립공원마다 깃대종이 지정되어 이들 종을 중심으로 생물다양성 보전운동이 본격적으로 이루어질 전망이다. 최근 국립공원관리공단은 지자체가 관리하고 있는 한라산과 경주국립공원을 제외한 전국 18개 국립공원의 깃대종 35종을 선정, 발표했다. 공원마다 2종씩 모두 35종의 식물과 동물을 깃대종으로 지정했는데, 멸종위기동물인 산양은 설악산과 월악산 2곳에서 깃대종으로 중복 지정됐다.동물은 지리산의 반달가슴곰을 비롯하여 한려해상 팔색조, 속리산 하늘다람쥐, 변산반도 부안종개 등 18종이 깃대종으로 지정되었다. 식물은 계룡산을 제외한 모든 공원에서 1종씩 모두 17종이 지정됐다. 지리산 히어리, 한려해상 거머리말, 설악산 눈잣나무, 속리산 망개나무, 내장산 진노랑상사화, 가야산 가야산은분취, 덕유산 구상나무, 오대산 노랑무늬붓꽃, 주왕산 둥근잎꿩의비름, 태안해안 매화마름, 다도해해상 풍란, 치악산 금강초롱꽃, 월악산 솔나리, 북한산 산개나리, 소백산 모데미풀, 월출산 끈끈이주걱, 변산반도 변산바람꽃 등이다.이번에 국립공원의 깃대종으로 지정된 식물 가운데 히어리, 망개나무, 진노랑상사화, 솔나리, 노랑무늬붓꽃, 둥근잎꿩의비름, 매화마름, 풍란 등은 환경부가 야생동식물보호법에 의해 멸종위기 야생식물로 지정해 보호하고 있는 우리나라의 대표적인 멸종 위기식물들이다. 이들은 이미 법적, 제도적으로 보전 장치가 마련되어 있는 종들인 셈이다.한려해상국립공원의 거머리말은 바다 속에 살지만 해조류가 아니라 꽃이 피는 현화식물이다. 최근 해양 오염에 의해 숫자가 줄어들고 있어, 해양환경 훼손에 대한 지표식물로 활용될 가능성이 높다. 치악산의 금강초롱꽃은 속(屬) 자체가 세계적으로 우리나라에만 분포하는 특산식물로서 설악산, 오대산 등 중부 지역의 높은 산에서도 만날 수 있다. 모데미풀 역시 우리나라 특산속 식물로서 최대 군락을 이루어 자라는 소백산에서 깃대종으로 선정됐다. 월출산의 끈끈이주걱은 습지에 사는 식충식물로 멸종위기에 놓여 있지만 법정보호식물로는 지정되어 있지 않다. 변산바람꽃과 가야산은분취는 우리나라 특산식물로서 이들이 처음 발견되어 기록된 장소인 변산반도와 가야산에서 각각 깃대종으로 지정됐다.설악산의 눈잣나무는 누워서 자라는 작은 잣나무의 일종으로 북쪽에 고향을 둔 북방계 식물이기 때문에 지구온난화 정도를 모니터링할 수 있는 식물로 꼽힌다. 북한산의 산개나리는 관악산, 안동 등 중부 지방 몇몇 곳에서만 자생지가 남아 있는 희귀식물로서 주로 개발압력이 높은 산자락에 자라기 때문에 자생지 파괴에 의해 멸종위기에 놓여 있다. 개나리와 함께 세계적으로 우리나라에만 자라는 특산식물이다. 덕유산의 구상나무는 한라산, 지리산 등 남부 지방의 고산에도 자라는 한국특산식물로서 이번에 지정된 국립공원 깃대종들 가운데 망개나무와 함께 큰키나무에 속하는 것이어서 이채롭다. 덕유산에서는 탐방로 주변에 자생하고 있어 훼손 위험이 있는 것으로 알려져 있다.국립공원의 멸종위기 동식물에 대한 정보는 이미 어느 정도 확보되어 있고, 이들 종을 보전하기 위한 정부차원의 방안도 미흡하나마 마련되어 있다. 이런 상황에서 대중적 관심을 이끌어내기 위한 깃대종 운동을 펼치는 것은 때늦은 감이 있고, 우리의 의식 수준이 그만큼 낮다는 것을 방증하는 일이기도 하다.동북아식물연구소장""맛있는 정보! 신선한 뉴스!"" ",,수정 2007.12.22. 01:51,31cc07ff0d70c4c593d7f5d062b66e3c,http://v.media.daum.net/v/20071222015110742,DAUM_NEWS,"""깃대종"""
